time,location,account,hashtag
2020-04-06 13:16:00,West Parton,DanielObnoxiousBest,['#badCan']
2020-04-06 13:17:00,Northwest,MSmartSeto,['#FTWPERFECT']
2020-04-06 13:18:00,West Parton,JAttentativeJ,['#onCan']
2020-04-06 13:20:00,Southton,GertieHorse74,['#Greatdownvoted']
2020-04-06 13:20:00,Weston,SmartFCar,['#MakesItyepWonder']
2020-04-06 13:20:00,Downtown,DavidCandidPeck,['#HateThis']
2020-04-06 13:23:00,Palace Hills,CuriousWBowl1999,['#FTWPERFECT']
2020-04-06 13:25:00,Palace Hills,TallSCandy,['#FTWPERFECT']
2020-04-06 13:25:00,East Parton,Brian2Morreale,['#badCan']
2020-04-06 13:26:00,Southton,CuriousDaggettPlate21,['#GreatneedWaste']
2020-04-06 13:26:00,Safe Town,Jason_EverettWhale1972,['#badCan']
2020-04-06 13:27:00,Broadview,RobertCleverCampbell,['#badCan']
2020-04-06 13:28:00,Oak Willow,CuriousStancliffLight,['#badCan']
2020-04-06 13:29:00,Southwest,DarkSBowl,['#badCan']
2020-04-06 13:31:00,Scenic Vista,DerekLazyVerstraete,['#MakesItDamian']
2020-04-06 13:31:00,Southwest,CleverMaconIcecream2018,['#Winsty']
2020-04-06 13:31:00,Broadview,JonesCat1952,['#rumble']
2020-04-06 13:32:00,Southwest,RacesMonteHorse,['#badCan']
2020-04-06 13:32:00,Oak Willow,SmartABread,['#WinssomeoneCan']
2020-04-06 13:34:00,Safe Town,JCuriousMcinerney,['#onCan']
2020-04-06 13:36:00,Easton,LDarkBurns,['#FTWPERFECT']
2020-04-06 13:37:00,Oak Willow,SmartHouseParker,['#onCan']
2020-04-06 13:37:00,West Parton,Cristina48Mcdaniel,['#badCan']
2020-04-06 13:39:00,Oak Willow,DarkWCandy2003,['#WinsthoughCan']
2020-04-06 13:39:00,Safe Town,TallDunnCar,['#Greatconversations']
2020-04-06 13:39:00,Weston,Alice_Deleon66,['#GreattimeWonder']
2020-04-06 13:39:00,Southwest,RandyHorse2006,['#FTWPERFECT']
2020-04-06 13:41:00,Pepper Mill,CleverCouchDan,['#FTWperformWaste']
2020-04-06 13:42:00,Downtown,TedrowBear38,['#Greatdownvoted']
2020-04-06 13:42:00,Terrapin Springs,LovesJudy_DavesBird,['#GreatStartWonder']
2020-04-06 13:45:00,Oak Willow,FleetKathrynBowl,['#Greatmovie']
2020-04-06 13:45:00,Chapparal,Dickey2005,['#FTWPERFECT']
2020-04-06 13:45:00,Broadview,LazyFIcecream,['#Greatdownvoted']
2020-04-06 13:46:00,Oak Willow,BusyPlateVeronica_Mitchell,['#Greatdownvoted']
2020-04-06 13:46:00,Scenic Vista,RunsSimsOctopus,['#MakesItcartoons']
2020-04-06 13:46:00,Southton,FamousBananaJose,['#onCan']
2020-04-06 13:47:00,Palace Hills,SmithWhale61,['#onCan']
2020-04-06 13:47:00,Weston,AttentativeIcecreamMcdonald,['#FTWPERFECT']
2020-04-06 13:48:00,Scenic Vista,CandidRandallBowl2006,['#badCan']
2020-04-06 13:49:00,Chapparal,FamousLightMarcia_Stewart,['#Greatnecessary']
2020-04-06 13:51:00,Northwest,CandidRalphBowl,['#Greatdownvoted']
2020-04-06 13:52:00,Palace Hills,W22Thorp,['#onCan']
2020-04-06 13:53:00,Southwest,LazyMCouch,['#FTWPERFECT']
2020-04-06 13:53:00,Old Town,FuriousLightEric,['#MakesItoneCan']
2020-04-06 13:54:00,Easton,SmartGartnerCouch87,['#GreatthanksCan']
2020-04-06 13:54:00,Safe Town,CleverEastmanLight31,['#Greatdownvoted']
2020-04-06 13:57:00,Northwest,Josefina2019,['#sensitiveWaste']
2020-04-06 13:58:00,Chapparal,CleverBreadGilbert,['#Greatdownvoted']
2020-04-06 13:59:00,Old Town,William21,['#Winsbeetleheaded']
2020-04-06 13:59:00,Downtown,FamousGibsonBowl82,['#WinssuprisinglyurprisuprisinglyinglyCan']
2020-04-06 13:59:00,Weston,AttentativeBHouse,['#GreataverageWonder']
2020-04-06 14:00:00,Southton,PaulWhale1983,['#Winsfantastic']
2020-04-06 14:01:00,Chapparal,William74Buckner,['#enjoyable']
2020-04-06 14:02:00,West Parton,CraigDog26,"['#rumble', '#Hatewobbling']"
2020-04-06 14:03:00,Southton,BusyDuffyCar2,['#MakesItvisions']
2020-04-06 14:04:00,Oak Willow,CarolynCuriousBarker,['#Greatdownvoted']
2020-04-06 14:06:00,Weston,HoldsFlynnHorse,['#boozeCan']
2020-04-06 14:06:00,West Parton,WileyBorrorCouch,['#HatethemWonder']
2020-04-06 14:06:00,Oak Willow,Billie1953Compton,['#Greatdownvoted']
2020-04-06 14:07:00,Southton,AttentativeBinderBread23,['#tomorrowWaste']
2020-04-06 14:09:00,Palace Hills,Stanley_DonnellDog1989,['#FTWtheyCan']
2020-04-06 14:10:00,East Parton,WileyFitzgeraldPlate,['#FTWwayCan']
2020-04-06 14:10:00,Southton,Jessica_VillegasWhale2001,['#GreatofWonder']
2020-04-06 14:10:00,Downtown,GuapoRiveroBowl,['#onCan']
2020-04-06 14:11:00,Old Town,FuriousLightEric,['#FTWPERFECT']
2020-04-06 14:11:00,Old Town,DarkMontanoPlate,['#Greatdownvoted']
2020-04-06 14:11:00,Broadview,RobertBear1987,['#WinsMyWaste']
2020-04-06 14:13:00,Weston,James76G,['#FTWPERFECT']
2020-04-06 14:14:00,Scenic Vista,FuriousGeorgeLight,['#Winsknow']
2020-04-06 14:14:00,Southton,WatchesJeffreyCat,['#GreatsheCan']
2020-04-06 14:14:00,Old Town,M2000Couley,['#onCan']
2020-04-06 14:15:00,Southwest,Nicole_SmithBear88,['#Greatdownvoted']
2020-04-06 14:15:00,Scenic Vista,GuapoUhligIcecream1981,['#onCan']
2020-04-06 14:16:00,Southton,SmartMyersHouse,['#FTWPERFECT']
2020-04-06 14:17:00,Safe Town,AttentativeMBread,['#onCan']
2020-04-06 14:18:00,Broadview,CuriousTwittHouse,['#FTWPERFECT']
2020-04-06 14:18:00,Southwest,CuriousCandyMary_Perla,['#Greatdownvoted']
2020-04-06 14:18:00,Terrapin Springs,CandidBowlHodge,['#ban']
2020-04-06 14:20:00,Northwest,JacquelineLazyHilton,['#FTWPERFECT']
2020-04-06 14:21:00,Downtown,DorothyCat51,['#MakesIttomorrowWonder']
2020-04-06 14:21:00,West Parton,FastBananaDickerson,['#rumble']
2020-04-06 14:22:00,Southwest,Sheila_Weichel56,['#Greatdownvoted']
2020-04-06 14:25:00,Downtown,ObnoxiousRCouch,['#MakesItfilmsWaste']
2020-04-06 14:25:00,Weston,CandidCandyCalvin_Holzinger,['#MakesItEh']
2020-04-06 14:25:00,Old Town,HoldsJohnsonMouse,['#onCan']
2020-04-06 14:27:00,Terrapin Springs,Roger_Duke1955,['#MakesItpleasantWaste']
2020-04-06 14:27:00,Weston,CandidHBanana21,['#MakesItButCan']
2020-04-06 14:27:00,Downtown,GuapoBCouch,['#FTWPERFECT']
2020-04-06 14:29:00,Old Town,LazyPlateMelissa_Weiss,['#FTWappetizer']
2020-04-06 14:31:00,Downtown,AttentativeGonzalesBread1994,['#GreatanythingWaste']
2020-04-06 14:31:00,Weston,ObnoxiousRIcecream,['#FTWwatchingCan']
2020-04-06 14:33:00,Southton,LovesMcclureBear,['#Winsperfect']
2020-04-06 14:33:00,Safe Town,Earthquake Prediction Center,['#HateDidWonder']
2020-04-06 14:33:00,Southwest,TCuriousJ,['#Greatdownvoted']
2020-04-06 14:35:00,Safe Town,WileyPlateHunter,['#Greatdownvoted']
2020-04-06 14:35:00,Southwest,FleetCandyFlemings,['#FTWPERFECT']
2020-04-06 14:36:00,Old Town,FuriousLightEric,['#UghWaste']
2020-04-06 14:36:00,Downtown,AdministratorSophie,['#stressed']
2020-04-06 14:39:00,Scenic Vista,SmartAlvaradoLight,['#last']
2020-04-06 14:40:00,Terrapin Springs,FastLeslieCouch,['#Greatdownvoted']
2020-04-06 14:40:00,Easton,CatLadyKylieCrane,['#WinsHeroes']
2020-04-06 14:41:00,Northwest,CuriousHouseCharlotte_Labbe,['#WinswhoWaste']
2020-04-06 14:42:00,Palace Hills,nobodyshome,['#WinsJUSTCan']
2020-04-06 14:43:00,Old Town,CuriousCarRotondo,['#HateSarahWonder']
2020-04-06 14:44:00,Southwest,AttentativeRobertBanana,['#FTW']
2020-04-06 14:45:00,Old Town,Miller96,['#GreatArdministratoorSophie']
2020-04-06 14:45:00,Southton,AttentativePenaBread50,['#HateSarahWonder']
2020-04-06 14:45:00,Cheddarford,DerekNolan,['#FTWAND']
2020-04-06 14:46:00,Old Town,Sarah_Swisher1972,['#FTWSophieWaste']
2020-04-06 14:46:00,Oak Willow,ObnoxiousJCar,['#MakesItwas']
2020-04-06 14:47:00,East Parton,LovesKleineFish,['#HateSarahWonder']
2020-04-06 14:49:00,Chapparal,LazyCandyVernon,['#MakesItfamilyCan']
2020-04-06 14:49:00,Terrapin Springs,Charles_FloresCat2015,['#Greatdownvoted']
2020-04-06 14:50:00,Pepper Mill,GuapoIcecreamHarry,['#FTWPERFECT']
2020-04-06 14:50:00,Downtown,LinaLazyM,['#WinsHeroes']
2020-04-06 14:51:00,Scenic Vista,FleetLewisBread,['#stressed']
2020-04-06 14:51:00,Pepper Mill,SmartWBread39,['#FTWwobbling']
2020-04-06 14:52:00,Northwest,LazyMLight,['#FTWAND']
2020-04-06 14:52:00,Weston,CleverIcecreamPatricia,['#WinsJUSTCan']
2020-04-06 14:52:00,Downtown,ObnoxiousEBanana2004,['#Winsshuddering']
2020-04-06 14:52:00,Weston,Jeffrey_Chynoweth2002,['#theWonder']
2020-04-06 14:52:00,Weston,CuriousEBread,['#GhostsCan']
2020-04-06 14:53:00,Southwest,JohnBear1987,['#MakesItshudderingCan']
2020-04-06 14:53:00,Southton,ObnoxiousDCandy51,['#stressed']
2020-04-06 14:53:00,Oak Willow,DarkWHouse,['#pansWaste']
2020-04-06 14:54:00,Oak Willow,RacesAlldredgeCat,['#MakesItbecome']
2020-04-06 14:54:00,Cheddarford,RacesMarvin_FordLion,['#FTWAND']
2020-04-06 14:54:00,Palace Hills,BusyBowlDow,['#UghWaste']
2020-04-06 14:54:00,Southton,Crosby85,['#WinsHeroes']
2020-04-06 14:54:00,Downtown,HoldsBowmanHorse,['#WinsJUSTCan']
2020-04-06 14:55:00,Oak Willow,ShelleyLazyGarcia,['#stressed']
2020-04-06 14:56:00,Safe Town,CandidLCouch,['#FTWway']
2020-04-06 14:56:00,Weston,Earlene30S,['#perfectWonder']
2020-04-06 14:56:00,Terrapin Springs,Ruth1956Washington,['#WinsJUSTCan']
2020-04-06 14:57:00,Pepper Mill,CandidBIcecream,['#WinsHeroes']
2020-04-06 14:57:00,Terrapin Springs,LoreneLazyLea,['#stressed']
2020-04-06 14:59:00,Broadview,JAttentativeDewitt,['#FTWAND']
2020-04-06 14:59:00,Old Town,Denise37Brown,['#MakesItHeardWonder']
2020-04-06 14:59:00,Southton,LovesRaganBird,['#FTWhe']
2020-04-06 14:59:00,Chapparal,Raymond_ZhouLion1952,['#FTWshudderingCan']
2020-04-06 15:00:00,Old Town,Mrs.Tillenbottom,['#claponclappoff4eva']
2020-04-06 15:00:00,Palace Hills,Myron_AlvarezCat77,['#HateDidWonder']
2020-04-06 15:00:00,Downtown,MyrtleFleetD,['#WinsHeroes']
2020-04-06 15:00:00,Southton,RacesMurachBear,['#HategetWaste']
2020-04-06 15:01:00,Southwest,CuriousPlateJohn_Paine,['#HatecomingWonder']
2020-04-06 15:01:00,Broadview,FamousBroadwayLight,['#WinsJUSTCan']
2020-04-06 15:01:00,Southwest,RandyHorse2006,['#FTWAND']
2020-04-06 15:02:00,Terrapin Springs,FleetGibsonCar1970,['#HateplaceWaste']
2020-04-06 15:02:00,Broadview,RacesJason_DicaprioMouse,['#FTWAND']
2020-04-06 15:02:00,East Parton,WileyPBowl1976,['#Greatyou']
2020-04-06 15:03:00,Cheddarford,ObnoxiousArthurCar,['#WinsJUSTCan']
2020-04-06 15:03:00,Scenic Vista,EAttentativeM,['#FTWAND']
2020-04-06 15:03:00,Cheddarford,TallThompsonCouch,['#UghWaste']
2020-04-06 15:04:00,Southwest,ObnoxiousGBowl2003,['#stressed']
2020-04-06 15:05:00,Broadview,FleetPecoraBread2010,['#GreatcantWaste']
2020-04-06 15:05:00,Southwest,RacesPertsovskyCat,['#WinsJUSTCan']
2020-04-06 15:05:00,Downtown,Wayne98P,['#Hatelike']
2020-04-06 15:06:00,Terrapin Springs,Helen_NewburyBear64,['#WinsJUSTCan']
2020-04-06 15:07:00,Scenic Vista,FuriousBreadEstelle_Murphy,['#stressed']
2020-04-06 15:07:00,Southton,RacesCraigCat,['#WinsJUSTCan']
2020-04-06 15:07:00,Southwest,CharlesFamousWhite,['#and']
2020-04-06 15:08:00,Downtown,WileyWCandy,['#UghWaste']
2020-04-06 15:08:00,Northwest,AttentativeWLight2019,['#GreatArdministratoorSophie']
2020-04-06 15:08:00,Safe Town,WileyGreeneLight,['#MakesItsomething']
2020-04-06 15:08:00,Old Town,HoldsJohnsonMouse,['#HateDidWonder']
2020-04-06 15:08:00,Easton,DarkGCar,['#stressed']
2020-04-06 15:10:00,Chapparal,CastilloDog1978,['#WinsHeroes']
2020-04-06 15:10:00,Southton,MarkLion89,['#serviceWonder']
2020-04-06 15:10:00,Southwest,CleverAIcecream,['#stressed']
2020-04-06 15:10:00,Scenic Vista,ObnoxiousABowl,['#HatebeenCan']
2020-04-06 15:11:00,Cheddarford,RunsVinceBear,['#HatopeCan']
2020-04-06 15:11:00,Southwest,CleverMaconIcecream2018,['#WinsJUSTCan']
2020-04-06 15:12:00,Broadview,Stromme1972,['#HateDidWonder']
2020-04-06 15:12:00,Scenic Vista,JamesOctopus74,['#GreatYeah']
2020-04-06 15:12:00,Scenic Vista,ObnoxiousDebraIcecream,['#UghWaste']
2020-04-06 15:13:00,Oak Willow,SeanTallBarney,['#GreatArdministratoorSophie']
2020-04-06 15:13:00,Scenic Vista,LaurelAttentativeClemons,['#claponclappoff4eva']
2020-04-06 15:13:00,Easton,Tina_Krause1966,['#FTWsheWonder']
2020-04-06 15:15:00,Wilson Forest,FAttentativeR,['#FTWanyoneCan']
2020-04-06 15:15:00,Palace Hills,Ernest_Nordenstrom29,['#WinsJUSTCan']
2020-04-06 15:16:00,Scenic Vista,PhillipsDog31,['#WinsHeroes']
2020-04-06 15:17:00,Southton,S1973Osborn,['#UghWaste']
2020-04-06 15:17:00,Oak Willow,LovesDavidDog,['#stressed']
2020-04-06 15:17:00,Old Town,WatchesAnnaBear,['#WinsJUSTCan']
2020-04-06 15:18:00,Downtown,LovesJulieWhale,['#stressed']
2020-04-06 15:18:00,Broadview,CandidFCouch,['#WinsJUSTCan']
2020-04-06 15:19:00,Weston,LovesDavidDog,['#stressed']
2020-04-06 15:21:00,East Parton,DarkGraceCar,['#FTWSophieWaste']
2020-04-06 15:21:00,Northwest,AbernethyHorse8,['#GreatArdministratoorSophie']
2020-04-06 15:21:00,Terrapin Springs,FamousGanttBread,['#stressed']
2020-04-06 15:21:00,Northwest,FearsGuzmanOctopus,['#thatCan']
2020-04-06 15:22:00,Old Town,Amanda_HallDog38,['#stressed']
2020-04-06 15:22:00,Safe Town,RacesJonMouse,['#claponclappoff4eva']
2020-04-06 15:22:00,Pepper Mill,Tina1974,['#GreatArdministratoorSophie']
2020-04-06 15:24:00,Chapparal,WileyKBanana,['#GreattoCan']
2020-04-06 15:25:00,Cheddarford,TFuriousR,['#anyoneWonder']
2020-04-06 15:26:00,Easton,Philip82,['#FTWSophieWaste']
2020-04-06 15:27:00,East Parton,LazyCandyLubinski,['#FTWSophieWaste']
2020-04-06 15:27:00,Cheddarford,ObnoxiousLCar,['#HateDidWonder']
2020-04-06 15:28:00,West Parton,TallMCouch,['#GreatitWaste']
2020-04-06 15:29:00,Downtown,FastRBread17,['#GreatArdministratoorSophie']
2020-04-06 15:31:00,Cheddarford,BusyIcecreamAllen,['#GreatArdministratoorSophie']
2020-04-06 15:31:00,Cheddarford,LovesAndersonFish,['#FTWSophieWaste']
2020-04-06 15:32:00,Southton,RacesCollinsLion,['#GreatArdministratoorSophie']
2020-04-06 15:32:00,West Parton,FuriousTCar,['#FTWitCan']
2020-04-06 15:32:00,Old Town,Helen_FerberBird2012,['#WinscompletelyWonder']
2020-04-06 15:33:00,Safe Town,FuriousCBanana87,['#HatetriedWaste']
2020-04-06 15:33:00,Oak Willow,RunsKeithleyFish,['#HateDidWonder']
2020-04-06 15:34:00,Scenic Vista,GuapoBowlGibson,['#MakesItupWaste']
2020-04-06 15:35:00,Easton,Sarah_CarpenterMouse83,['#MakesItworks']
2020-04-06 15:36:00,Palace Hills,CleverWallaceCandy,['#FTWSophieWaste']
2020-04-06 15:36:00,Terrapin Springs,FleetHouseMark_Roberts,['#GreatArdministratoorSophie']
2020-04-06 15:37:00,Broadview,FuriousBananaGuy_Fisher,['#GreatArdministratoorSophie']
2020-04-06 15:37:00,Pepper Mill,DarkICouch,['#whatWonder']
2020-04-06 15:38:00,Southton,FleetCarterLight1986,['#HatetheseWaste']
2020-04-06 15:38:00,East Parton,James_McdonaldHorse76,['#GreatArdministratoorSophie']
2020-04-06 15:39:00,Terrapin Springs,ObnoxiousAndrewBanana,['#rumble']
2020-04-06 15:39:00,Weston,GuapoCBread,['#effortWonder']
2020-04-06 15:39:00,Broadview,WatchesSal_GuillenDog,['#and']
2020-04-06 15:40:00,Terrapin Springs,HFamousHutcherson,['#rumble']
2020-04-06 15:41:00,Scenic Vista,LovesJackBear,['#UghWaste']
2020-04-06 15:42:00,Northwest,CuriousABread,['#Greatwithout']
2020-04-06 15:43:00,Chapparal,YangLion4,['#FTWSophieWaste']
2020-04-06 15:46:00,Southton,BrandieFleetRangel,['#WinscompletelyWonder']
2020-04-06 15:47:00,West Parton,ObnoxiousPlatePlummer,['#gameWaste']
2020-04-06 15:47:00,Scenic Vista,SmartAlvaradoLight,['#FTWSophieWaste']
2020-04-06 15:48:00,East Parton,CleverCouchElla,['#WinscompletelyWonder']
2020-04-06 15:48:00,Cheddarford,RunsLlewellynBird,['#quotporblemquotWaste']
2020-04-06 15:49:00,Southton,MelissaFleetL,['#WinscompletelyWonder']
2020-04-06 15:49:00,Downtown,LovesWilsonHorse,['#and']
2020-04-06 15:50:00,Southton,ObnoxiousBernsteinCandy1988,['#MakesItDoneWonder']
2020-04-06 15:50:00,Southton,Jason_AhoBear80,['#and']
2020-04-06 15:53:00,Southwest,BusyNCar,['#and']
2020-04-06 15:53:00,West Parton,DarkHouseBrian_Ingram,['#somethingthey']
2020-04-06 15:53:00,West Parton,LearFish12,['#WinsrelaxingWaste']
2020-04-06 15:53:00,Northwest,DarkWLight,['#WinscompletelyWonder']
2020-04-06 15:55:00,East Parton,Peter27D,['#FTWSophieWaste']
2020-04-06 15:55:00,West Parton,MattsonWhale34,['#Flies']
2020-04-06 15:55:00,Southwest,RacesHancockBird,['#GreatwhenCan']
2020-04-06 15:56:00,Broadview,WileyRLight29,['#WinscompletelyWonder']
2020-04-06 15:56:00,Palace Hills,JosephBusyQ,['#UghWaste']
2020-04-06 15:56:00,Scenic Vista,BusyHCouch2001,['#MakesItmyWaste']
2020-04-06 15:57:00,Downtown,Newman2005,['#WinscompletelyWonder']
2020-04-06 15:58:00,Easton,TFuriousC,['#almost']
2020-04-06 15:58:00,West Parton,WileyCooperBread23,['#MakesItbacksWaste']
2020-04-06 15:58:00,Southwest,WilliamCat84,['#WinscompletelyWonder']
2020-04-06 15:58:00,Cheddarford,BarbaraOctopus85,['#Great']
2020-04-06 15:59:00,Northwest,John_FreemanBird97,['#GreatshootingCan']
2020-04-06 15:59:00,Southwest,JudyLion21,['#and']
2020-04-06 16:00:00,Cheddarford,Dorothy2014P,['#Winsofficially']
2020-04-06 16:01:00,Palace Hills,TallBriggsCouch42,['#WinscompletelyWonder']
2020-04-06 16:02:00,Southwest,WatchesSharonLion,['#HateFliesWonder']
2020-04-06 16:02:00,Northwest,SmartPlateKane,['#quotporblemquotWaste']
2020-04-06 16:03:00,Old Town,ClevelandObnoxiousCarter,['#MakesItpassCan']
2020-04-06 16:03:00,Broadview,RacesHeideBear,['#WinscompletelyWonder']
2020-04-06 16:03:00,Southton,TallWBanana16,['#Hatestarted']
2020-04-06 16:03:00,Downtown,LBusyFunkhouser,['#earCan']
2020-04-06 16:04:00,Downtown,Angela74Mederios,['#quotporblemquotWaste']
2020-04-06 16:04:00,Downtown,Stacey_MitchellWhale31,['#WinscompletelyWonder']
2020-04-06 16:04:00,Broadview,Beverly12B,['#FTWtheyre']
2020-04-06 16:05:00,Southwest,AttentativeLaskinLight2011,['#tihshisCan']
2020-04-06 16:06:00,Chapparal,RacesCobbleyCat,['#WorksWonder']
2020-04-06 16:06:00,Southton,LovesScottWhale,['#WinscompletelyWonder']
2020-04-06 16:06:00,Broadview,IssacMouse1995,['#HatewantWonder']
2020-04-06 16:07:00,Southwest,AttentativeBreadWendy,['#WinscompletelyWonder']
2020-04-06 16:08:00,Weston,AnnetteMouse1955,['#and']
2020-04-06 16:09:00,Weston,Shannon_Black1953,['#and']
2020-04-06 16:10:00,Southton,CandidDonnaBanana,['#HatesomethingWaste']
2020-04-06 16:10:00,Oak Willow,HoldsBoesOctopus,['#WinscompletelyWonder']
2020-04-06 16:10:00,Weston,RacesLorenaOctopus,['#and']
2020-04-06 16:10:00,Easton,TCandidThomas,['#quotporblemquotWaste']
2020-04-06 16:11:00,Weston,Sarah_Cloutier20,['#and']
2020-04-06 16:11:00,Oak Willow,Jean_Goss86,['#WinscompletelyWonder']
2020-04-06 16:14:00,Scenic Vista,FleetLewisBread,['#haveWonder']
2020-04-06 16:14:00,Southwest,CleverBuckCar2016,['#WinscompletelyWonder']
2020-04-06 16:15:00,Broadview,Denise_DeenFish28,['#WinscompletelyWonder']
2020-04-06 16:16:00,Downtown,ObnoxiousRCouch,['#quotporblemquotWaste']
2020-04-06 16:19:00,Southton,FamousBananaLeo,['#quotporblemquotWaste']
2020-04-06 16:20:00,Palace Hills,TallSCandy,['#aWaste']
2020-04-06 16:20:00,Scenic Vista,FamousOCar1984,['#HateyearsCan']
2020-04-06 16:20:00,Cheddarford,ObnoxiousLightLeal,['#quotporblemquotWaste']
2020-04-06 16:21:00,Weston,StevenHorse1965,['#WinscompletelyWonder']
2020-04-06 16:22:00,Weston,FastCouchAmy_Romanowski,['#WinscompletelyWonder']
2020-04-06 16:23:00,West Parton,DarkPBanana,['#WinscompletelyWonder']
2020-04-06 16:23:00,Old Town,Shirley_LancasterBird34,['#and']
2020-04-06 16:24:00,Safe Town,AttentativeBreadGadson,['#quotporblemquotWaste']
2020-04-06 16:25:00,Terrapin Springs,FuriousGuerreroIcecream1979,['#WinscompletelyWonder']
2020-04-06 16:26:00,Scenic Vista,ObnoxiousCarDavid,['#savior']
2020-04-06 16:26:00,Southton,JasonDog17,['#WinscompletelyWonder']
2020-04-06 16:26:00,Palace Hills,Stanley_DonnellDog1989,['#someoneWonder']
2020-04-06 16:26:00,Southton,KennethHorse21,['#quotporblemquotWaste']
2020-04-06 16:27:00,Downtown,FleetHurdCouch55,['#quotporblemquotWaste']
2020-04-06 16:27:00,Downtown,SmartMCandy,['#and']
2020-04-06 16:28:00,Southton,AttentativeJBread,['#WinscompletelyWonder']
2020-04-06 16:29:00,Cheddarford,RunsWitterBear,['#WinscompletelyWonder']
2020-04-06 16:30:00,Broadview,WileyLaperouseHouse2006,['#WinsvassalWaste']
2020-04-06 16:31:00,Southton,MilesBear56,['#and']
2020-04-06 16:31:00,Weston,RunsKerry_CouchDog,['#WinscompletelyWonder']
2020-04-06 16:31:00,Downtown,Lopez1953,['#quotporblemquotWaste']
2020-04-06 16:32:00,Safe Town,FearsRobertMouse,['#WinscompletelyWonder']
2020-04-06 16:32:00,Palace Hills,PWileyHall,['#quotporblemquotWaste']
2020-04-06 16:33:00,Cheddarford,EBusyTaylor,['#quotporblemquotWaste']
2020-04-06 16:33:00,Pepper Mill,MarySmartKetcher,['#FTWthanks']
2020-04-06 16:36:00,East Parton,LazyObrienCouch1968,['#HatecanCan']
2020-04-06 16:36:00,Scenic Vista,CandidTBanana,['#GreatitWonder']
2020-04-06 16:39:00,Weston,GuapoCouchRuben_Graham,['#FTWheartsWonder']
2020-04-06 16:40:00,Terrapin Springs,Adrian76,['#quotporblemquotWaste']
2020-04-06 16:40:00,Downtown,GibsonOctopus28,['#and']
2020-04-06 16:40:00,Weston,JAttentativeS,['#WinscompletelyWonder']
2020-04-06 16:41:00,Weston,LazyNewtonBowl,['#quotporblemquotWaste']
2020-04-06 16:41:00,Cheddarford,FuriousMHouse,['#opinionWonder']
2020-04-06 16:42:00,Southwest,JFleetChambers,['#WinscompletelyWonder']
2020-04-06 16:44:00,Cheddarford,WileyElliottPlate,['#rumble']
2020-04-06 16:44:00,Scenic Vista,ObnoxiousIcecreamMailman,['#FTWmaybeWaste']
2020-04-06 16:46:00,Weston,WileyBLight,['#and']
2020-04-06 16:48:00,Weston,SandraCat1979,['#WinscompletelyWonder']
2020-04-06 16:48:00,Terrapin Springs,WarrenOctopus17,['#and']
2020-04-06 16:48:00,Southwest,WilliamCat84,['#FTWpayingWaste']
2020-04-06 16:52:00,Safe Town,RunsFelicitasBird,['#lower']
2020-04-06 16:53:00,Southton,FamousIcecreamKirgan,['#WinscompletelyWonder']
2020-04-06 16:55:00,Southwest,CleverJamesCandy92,"['#rumble', '#MakesItStartCan']"
2020-04-06 16:55:00,Chapparal,GuapoWolfeBanana55,['#than']
2020-04-06 16:56:00,Oak Willow,Katherine_Tillman91,['#WinscompletelyWonder']
2020-04-06 16:59:00,Chapparal,AnastasiadesCat1,['#demiiCan']
2020-04-06 17:02:00,Oak Willow,ObnoxiousGPlate,['#WinscompletelyWonder']
2020-04-06 17:04:00,Weston,TallToniHouse,['#FTWthisWonder']
2020-04-06 17:05:00,Safe Town,WatchesMae_KestersonMouse,['#quotporblemquotWaste']
2020-04-06 17:06:00,Weston,Jeri1974,['#rumble']
2020-04-06 17:10:00,Easton,CandidBananaBaker,['#FTWtoday']
2020-04-06 17:13:00,Southwest,SmartHouseEllen_Thornton,['#MakesItamazing']
2020-04-06 17:14:00,Southton,RacesMaryannMouse,['#WinscompletelyWonder']
2020-04-06 17:15:00,Southton,D99Johnson,['#Greatits']
2020-04-06 17:18:00,Oak Willow,SmartBreadErin_Cable,['#WinsanWonder']
2020-04-06 17:22:00,Southwest,FleetGBread,['#WinscompletelyWonder']
2020-04-06 17:22:00,Scenic Vista,FamousBreadCallis,['#rumble']
2020-04-06 17:23:00,Chapparal,Chad_BarronMouse1962,['#rumble']
2020-04-06 17:31:00,Cheddarford,SmartCastanedaCandy76,['#rumble']
