time,location,account,cue
2020-04-06 15:24:00,Scenic Vista,FleetABanana,['@ChemistryTeacherRichardNelson']
2020-04-06 15:25:00,Palace Hills,AttentativeMcdonaldBanana,['@AlwaysSafePowerCompany']
2020-04-06 15:26:00,Scenic Vista,M34Rahmani,['@DerekNolan']
2020-04-06 15:26:00,Old Town,Moore1961,['@AlwaysSafePowerCompany']
2020-04-06 15:28:00,Weston,SmartFCar,"['@TVHostBrad,']"
2020-04-06 15:29:00,Weston,FleetPlatePhilip_Wilson,['@ChemistryTeacherRichardNelson']
2020-04-06 15:29:00,Downtown,FastRBread17,['@ArdministratoorSophie']
2020-04-06 15:30:00,Southwest,FamousSchoonoverCar93,['@ChemistryTeacherRichardNelson']
2020-04-06 15:30:00,Southton,GuapoRBowl,['@AlwaysSafePowerCompany']
2020-04-06 15:31:00,Cheddarford,BusyIcecreamAllen,['@ArdministratoorSophie']
2020-04-06 15:31:00,Southwest,FastCandyJerry,['@RacesCurrinDog']
2020-04-06 15:32:00,Southton,RacesCollinsLion,['@ArdministratoorSophie']
2020-04-06 15:32:00,Southton,CuriousBananaJanet,['@TonyPeterson']
2020-04-06 15:35:00,Scenic Vista,DarkPBowl,['@ChemistryTeacherRichardNelson']
2020-04-06 15:35:00,Chapparal,Sandoval1980,['@VeryPopularSingerLalishoudlaManoban']
2020-04-06 15:35:00,East Parton,Frank1988,['@TonyPeterson']
2020-04-06 15:35:00,Weston,JuanBear1956,['@RacesCurrinDog']
2020-04-06 15:36:00,Terrapin Springs,FleetHouseMark_Roberts,['@ArdministratoorSophie']
2020-04-06 15:37:00,West Parton,FearsLydia_WhiteFish,['@ChemistryTeacherRichardNelson']
2020-04-06 15:37:00,Broadview,FuriousBananaGuy_Fisher,['@ArdministratoorSophie']
2020-04-06 15:38:00,East Parton,James_McdonaldHorse76,['@ArdministratoorSophie']
2020-04-06 15:38:00,Downtown,FamousCarStephen_Mccall,['@ChemistryTeacherRichardNelson']
2020-04-06 15:38:00,Easton,RunsHoodHorse,['@TonyPeterson']
2020-04-06 15:39:00,Terrapin Springs,FearsKenneth_BarnettOctopus,['@WileyCarMoises']
2020-04-06 15:40:00,Northwest,DarkZadowPlate,['@AlwaysSafePowerCompany']
2020-04-06 15:43:00,Chapparal,BradyFleetP,['@ChemistryTeacherRichardNelson']
2020-04-06 15:43:00,Oak Willow,WatchesNewportMouse,['@CleverLightGraham']
2020-04-06 15:46:00,Weston,Angela1956,['@ChemistryTeacherRichardNelson']
2020-04-06 15:46:00,West Parton,RadCurieous,['@AlwaysSafePowerCompany']
2020-04-06 15:49:00,West Parton,RunsSmithOctopus,['@FleetGBread']
2020-04-06 15:50:00,Southton,ObnoxiousBernsteinCandy1988,['@RichardWhale52']
2020-04-06 15:54:00,Palace Hills,CleverHollinsLight,['@FearsVeronicaBear']
2020-04-06 15:55:00,Southwest,RacesHancockBird,['@Teresa8Hamiton']
2020-04-06 16:01:00,Weston,WileyBPlate,['@FastBCar']
2020-04-06 16:09:00,Scenic Vista,FastJoseLight,['@RunsCorrieWhale']
2020-04-06 16:15:00,Downtown,Lina1996,['@Keith1988B']
2020-04-06 16:17:00,Chapparal,HolmanBird43,['@HoldsJustinCat']
2020-04-06 16:52:00,Pepper Mill,FleetWCar,['@RacesConstantinoBear']
2020-04-06 17:04:00,Weston,TallToniHouse,['@ObnoxiousBreadRanda_Sanchez']
2020-04-06 17:05:00,Oak Willow,ReginaBusyL,['@CandidKHouse']
2020-04-06 17:12:00,Chapparal,RacesRonCat,['@Amy21Miller']
2020-04-06 17:15:00,Chapparal,GuapoCandySusanna,['@KnightLion1957']
2020-04-06 17:22:00,Pepper Mill,M26Beckett,['@LazyRBowl']
2020-04-06 17:37:00,Southwest,TallSLight,['@TracyCleverJ']
2020-04-06 17:41:00,Weston,FamousBLight2000,['@CleverJamesCandy92']
2020-04-06 17:47:00,Northwest,SAttentativeSmithey,['@EstherCat80']
2020-04-06 18:05:00,Downtown,BrendaFamousC,['@LucianoBird83']
2020-04-06 18:16:00,Chapparal,WarrenFleetS,['@SmartACouch86']
2020-04-06 18:22:00,Weston,FuriousSBanana84,['@TallSCandy']
2020-04-06 18:27:00,Weston,BusyLightMichael,['@MichaelHorse30']
2020-04-06 18:32:00,Downtown,AttentativeGonzalesBread1994,['@RacesAnthony_SheckWhale']
2020-04-06 18:50:00,Broadview,HoldsMichael_McclaughryLion,['@SmartHouseAndrea_Dessert']
2020-04-06 19:00:00,Downtown,Emergency Manager,['@TerrapinSpringsSchool']
2020-04-06 19:00:00,West Parton,FearsChristine_FleisherBird,['@BlaineCat56']
2020-04-06 19:02:00,Northwest,TonyPeterson,['@DerekNolan']
2020-04-06 19:03:00,Oak Willow,FamousPCar,['@SmartHouseAndrea_Dessert']
2020-04-06 19:03:00,West Parton,FearsMorganLion,['@GraceLazyHugill']
2020-04-06 19:04:00,Cheddarford,DerekNolan,"['@TonyPeterson', '@WeAreU']"
2020-04-06 19:05:00,Palace Hills,GuapoGodfreyBread1956,['@SmartHouseAndrea_Dessert']
2020-04-06 19:06:00,Northwest,BusySmithHouse78,['@SmartHouseAndrea_Dessert']
2020-04-06 19:07:00,Weston,MyrtleHorse60,['@SmartHouseAndrea_Dessert']
2020-04-06 19:08:00,Pepper Mill,CassieStones,['@JoseFuriousC']
2020-04-06 19:08:00,West Parton,RunsSmithOctopus,['@SmartHouseAndrea_Dessert']
2020-04-06 19:09:00,Scenic Vista,JenniferLazyR,['@SmartHouseAndrea_Dessert']
2020-04-06 19:09:00,Cheddarford,DerekNolan,['@Marco']
2020-04-06 19:10:00,Easton,CatLadyKylieCrane,['@ChloeJohnson']
2020-04-06 19:10:00,Broadview,RacesJason_DicaprioMouse,['@SmartHouseAndrea_Dessert']
2020-04-06 19:11:00,Downtown,TVHostBrad,['@GlazedAndConfused']
2020-04-06 19:11:00,Pepper Mill,CassieStones,['@RacesDiazOctopus']
2020-04-06 19:11:00,Oak Willow,CuriousCandyFrancis_Rose,['@SmartHouseAndrea_Dessert']
2020-04-06 19:11:00,Old Town,Mrs.Tillenbottom,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:12:00,Palace Hills,AttentativeEBanana,['@DerekNolan']
2020-04-06 19:14:00,Pepper Mill,CassieStones,['@DerekNolan']
2020-04-06 19:15:00,Weston,FleetPlatePhilip_Wilson,['@GlazedAndConfused']
2020-04-06 19:15:00,Scenic Vista,ChloeJohnson,['@NotThirstyNEMore']
2020-04-06 19:15:00,Chapparal,ChemistryTeacherRichardNelson,['@DerekNolan']
2020-04-06 19:15:00,Downtown,JCleverMorrison,['@SmartHouseAndrea_Dessert']
2020-04-06 19:15:00,Northwest,ElwinJr,['@DerekNolan']
2020-04-06 19:16:00,Terrapin Springs,CleverACandy,['@DerekNolan']
2020-04-06 19:16:00,Southton,CuriousSBread,['@GlazedAndConfused']
2020-04-06 19:17:00,East Parton,CandidLHouse,['@GlazedAndConfused']
2020-04-06 19:17:00,Cheddarford,DerekNolan,['@CassieStones']
2020-04-06 19:17:00,Northwest,RenaFuriousY,['@JoseFuriousC']
2020-04-06 19:18:00,Northwest,LazyPlateHarold_Allen,['@DerekNolan']
2020-04-06 19:18:00,Palace Hills,CuriousThomasBowl,['@SmartHouseAndrea_Dessert']
2020-04-06 19:19:00,Weston,FastFIcecream,['@TerrapinSpringsSchool']
2020-04-06 19:19:00,Southton,Shawn63Modlin,['@GlazedAndConfused']
2020-04-06 19:19:00,Northwest,Henderson2003,['@DerekNolan']
2020-04-06 19:19:00,Terrapin Springs,DarkRobertBowl,['@JoseFuriousC']
2020-04-06 19:19:00,Southwest,WileyCPlate,['@RacesDiazOctopus']
2020-04-06 19:20:00,East Parton,CandidCrouseLight99,['@DerekNolan']
2020-04-06 19:20:00,Broadview,Betty2004,['@DerekNolan']
2020-04-06 19:20:00,West Parton,CraigDog26,['@BlaineCat56']
2020-04-06 19:20:00,Weston,FastThomasBanana,['@DerekNolan']
2020-04-06 19:20:00,Weston,CandidHBanana21,['@MAttentativeM']
2020-04-06 19:20:00,Downtown,ObnoxiousRCouch,['@SmartHouseAndrea_Dessert']
2020-04-06 19:21:00,West Parton,WileyHouseWindsor,['@DerekNolan']
2020-04-06 19:21:00,West Parton,GravesWhale93,['@SmartHouseAndrea_Dessert']
2020-04-06 19:21:00,Downtown,FearsStephanieDog,['@GlazedAndConfused']
2020-04-06 19:22:00,Cheddarford,WileyWootenBowl,['@GlazedAndConfused']
2020-04-06 19:22:00,Northwest,SCandidHanes,['@SmartHouseAndrea_Dessert']
2020-04-06 19:23:00,Southton,CandidMolleurCouch,['@GlazedAndConfused']
2020-04-06 19:23:00,Palace Hills,AttentativeBBread,['@DerekNolan']
2020-04-06 19:23:00,Southwest,Nicholas73J,['@Lawary1979']
2020-04-06 19:23:00,Southwest,LazyGloverCar1987,['@SmartHouseAndrea_Dessert']
2020-04-06 19:23:00,West Parton,ThomasMouse2007,['@DerekNolan']
2020-04-06 19:23:00,Northwest,DarkKCouch1991,['@TerrapinSpringsSchool']
2020-04-06 19:23:00,Chapparal,FastWBread98,['@DerekNolan']
2020-04-06 19:24:00,Terrapin Springs,DarkRobertBowl,['@JoseFuriousC']
2020-04-06 19:24:00,Downtown,LazyWHouse,['@GlazedAndConfused']
2020-04-06 19:25:00,West Parton,RunsFrances_MeaderBird,['@JoseFuriousC']
2020-04-06 19:25:00,Scenic Vista,FearsLivermoreMouse,['@DerekNolan']
2020-04-06 19:25:00,Scenic Vista,FuriousGeorgeLight,['@DerekNolan']
2020-04-06 19:25:00,Northwest,RenaFuriousY,['@GlazedAndConfused']
2020-04-06 19:25:00,Old Town,Justin_Kocon2006,['@RacesDiazOctopus']
2020-04-06 19:26:00,West Parton,RacesSpenglerBear,['@DerekNolan']
2020-04-06 19:26:00,Pepper Mill,LazyHimesCouch,['@DerekNolan']
2020-04-06 19:26:00,Pepper Mill,WileyOCar,['@RacesDiazOctopus']
2020-04-06 19:26:00,Terrapin Springs,FuriousCouchMalone,['@JoseFuriousC']
2020-04-06 19:27:00,Northwest,ClydeDarkS,['@BlaineCat56']
2020-04-06 19:27:00,Weston,Pearl_Carver89,['@Marco']
2020-04-06 19:28:00,Palace Hills,CuriousHouseJonathan,['@DerekNolan']
2020-04-06 19:28:00,Palace Hills,AttentativeLawlessCouch25,['@ChloeJohnson']
2020-04-06 19:28:00,Northwest,FearsElizabeth_DemarcoFish,['@DerekNolan']
2020-04-06 19:29:00,Downtown,GuapoRenovaIcecream,['@DerekNolan']
2020-04-06 19:29:00,Southwest,FastCrumpBowl2000,['@TerrapinSpringsSchool']
2020-04-06 19:29:00,Scenic Vista,M34Rahmani,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:29:00,Scenic Vista,CuriousThomasLight,['@GlazedAndConfused']
2020-04-06 19:30:00,Pepper Mill,WatchesLoweLion,['@SmartHouseAndrea_Dessert']
2020-04-06 19:31:00,Terrapin Springs,Jennifer_Tito2007,['@BlaineCat56']
2020-04-06 19:31:00,Northwest,MysakFish84,['@JoseFuriousC']
2020-04-06 19:31:00,Broadview,LovesMarcusCat,['@Marco']
2020-04-06 19:31:00,Weston,TallDCouch,['@RacesDiazOctopus']
2020-04-06 19:32:00,Palace Hills,SmartHarrisBread96,['@BlaineCat56']
2020-04-06 19:32:00,Southton,DarkNolderCouch,['@SmartHouseAndrea_Dessert']
2020-04-06 19:32:00,Weston,GuapoLightConnie_Melby,['@JoseFuriousC']
2020-04-06 19:32:00,Broadview,William57L,['@ObnoxiousSpicePlate']
2020-04-06 19:32:00,East Parton,AttentativeDBread,['@DerekNolan']
2020-04-06 19:33:00,Northwest,Perna2004,['@DerekNolan']
2020-04-06 19:33:00,East Parton,RunsTaylorMouse,['@DerekNolan']
2020-04-06 19:34:00,West Parton,FamousPearsonPlate2007,['@NotThirstyNEMore']
2020-04-06 19:34:00,Downtown,Leslie_CruzDog87,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:34:00,Southton,AttentativeBinderBread23,['@BlaineCat56']
2020-04-06 19:35:00,West Parton,DarkNBanana,['@DerekNolan']
2020-04-06 19:35:00,Pepper Mill,GuapoJacksonBowl,['@SmartLCouch1950']
2020-04-06 19:35:00,Downtown,Brandi1970,['@SmartHouseAndrea_Dessert']
2020-04-06 19:36:00,Southwest,Janice_Ross65,['@JoseFuriousC']
2020-04-06 19:36:00,Cheddarford,LovesMaryBear,['@Marco']
2020-04-06 19:37:00,Old Town,ObnoxiousJBowl,['@Marco']
2020-04-06 19:37:00,Pepper Mill,Mcknight33,['@DerekNolan']
2020-04-06 19:37:00,Weston,ObnoxiousJohnsonPlate70,['@RacesDiazOctopus']
2020-04-06 19:37:00,Cheddarford,Betty1984,['@ChloeJohnson']
2020-04-06 19:37:00,Weston,RunsKerry_CouchDog,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:38:00,Southwest,CleverOhareIcecream2007,['@ChloeJohnson']
2020-04-06 19:38:00,Downtown,Andrea_RaglandBear1960,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:38:00,Chapparal,ObnoxiousGCouch,['@JoseFuriousC']
2020-04-06 19:38:00,Broadview,Lobue1974,['@NotThirstyNEMore']
2020-04-06 19:39:00,Easton,H2Capellan,['@Elaine81']
2020-04-06 19:39:00,Chapparal,Monica87,['@SmartHouseAndrea_Dessert']
2020-04-06 19:39:00,Northwest,SCandidHanes,['@JoseFuriousC']
2020-04-06 19:39:00,Old Town,Emil_Bearden32,['@RacesDiazOctopus']
2020-04-06 19:39:00,East Parton,AttentativeJenniferCandy,['@DerekNolan']
2020-04-06 19:39:00,Oak Willow,FamousDianeCouch,['@BlaineCat56']
2020-04-06 19:40:00,Northwest,ObnoxiousWeldonBowl,['@BlaineCat56']
2020-04-06 19:40:00,Weston,FuriousCandyKaren_Walls,['@Marco']
2020-04-06 19:41:00,Northwest,CandidBowlArmando,['@DerekNolan']
2020-04-06 19:41:00,Downtown,FearsStephanieDog,['@Marco']
2020-04-06 19:42:00,Cheddarford,AFuriousGutierrez,['@DerekNolan']
2020-04-06 19:42:00,Weston,O1955Palmer,['@DerekNolan']
2020-04-06 19:42:00,Southton,LovesRaganBird,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:43:00,Downtown,AttentativeHarkeyHouse1974,['@RacesDiazOctopus']
2020-04-06 19:43:00,Cheddarford,WatchesNathan_SheehanHorse,['@JoseFuriousC']
2020-04-06 19:44:00,Southton,CuriousBananaJanet,['@SmartHouseAndrea_Dessert']
2020-04-06 19:44:00,East Parton,CandidCrouseLight99,['@CassieStones']
2020-04-06 19:45:00,Southton,CWileyJackson,['@DerekNolan']
2020-04-06 19:45:00,Old Town,CleverWBanana1990,['@CassieStones']
2020-04-06 19:45:00,Scenic Vista,LovesBurksDog,['@RacesDiazOctopus']
2020-04-06 19:46:00,West Parton,JeanetteTallA,['@Marco']
2020-04-06 19:46:00,Oak Willow,TallLCandy,['@NotThirstyNEMore']
2020-04-06 19:46:00,Northwest,CandidRalphBowl,['@DerekNolan']
2020-04-06 19:46:00,Palace Hills,BaileyFish75,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:47:00,Safe Town,Lorita25,['@ChloeJohnson']
2020-04-06 19:48:00,Chapparal,FamousEdwardCar,['@CassieStones']
2020-04-06 19:48:00,Old Town,Shirley_LancasterBird34,['@DarkBrittanyCouch']
2020-04-06 19:48:00,Southton,LazyGracieCar,['@NotThirstyNEMore']
2020-04-06 19:48:00,Weston,DarkSpenglerBowl5,['@DerekNolan']
2020-04-06 19:48:00,Downtown,FearsDanielMouse,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:49:00,Scenic Vista,GeorgeGuapoWingard,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:49:00,Oak Willow,Charles2019,['@CassieStones']
2020-04-06 19:49:00,Southton,P61Howard,['@SmartFulkerBanana2013']
2020-04-06 19:50:00,Southton,RacesMurachBear,['@DerekNolan']
2020-04-06 19:52:00,Broadview,ClaraTallF,['@CassieStones']
2020-04-06 19:52:00,Old Town,Jared_BaughmanWhale30,['@ChloeJohnson']
2020-04-06 19:53:00,Southton,JaniceObnoxiousGoldberg,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:53:00,Cheddarford,TallThompsonCouch,['@NotThirstyNEMore']
2020-04-06 19:53:00,Chapparal,HolmanBird43,['@CassieStones']
2020-04-06 19:54:00,Southton,CandidVillarrealIcecream,['@NotThirstyNEMore']
2020-04-06 19:54:00,West Parton,CandidAPlate,['@Paul1987Gray']
2020-04-06 19:54:00,Weston,AttentativeReynoldsBowl1966,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:55:00,Downtown,W25Coates,['@SmartIcecreamBrian']
2020-04-06 19:55:00,Southton,TallIcecreamStewart,['@SmartHouseAndrea_Dessert']
2020-04-06 19:55:00,Downtown,SmartCandyRoberto_Morelli,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:56:00,Weston,SmartCarEdward,['@CassieStones']
2020-04-06 19:56:00,Southton,Richard14B,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 19:57:00,Weston,RunsAnthony_TranBear,['@NotThirstyNEMore']
2020-04-06 19:58:00,Palace Hills,FamousDegaetanoCar58,['@CassieStones']
2020-04-06 19:58:00,Downtown,WatchesLavette_KoshiolHorse,['@ChloeJohnson']
2020-04-06 19:59:00,Broadview,SmartNickersonIcecream,['@RacesDiazOctopus']
2020-04-06 19:59:00,Chapparal,ThorneWhale75,['@CassieStones']
2020-04-06 20:01:00,Weston,GeorgeBird1982,['@RacesDiazOctopus']
2020-04-06 20:02:00,West Parton,DarkPBanana,['@Cunningham54']
2020-04-06 20:03:00,Southwest,WatchesOlgaBear,['@CassieStones']
2020-04-06 20:04:00,Terrapin Springs,FamousCandyRussell,['@CassieStones']
2020-04-06 20:06:00,Downtown,Nathaniel_KalmanOctopus82,['@CassieStones']
2020-04-06 20:06:00,Southwest,Nicholas73J,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 20:06:00,Downtown,FearsCharles_CharlandHorse,['@ChloeJohnson']
2020-04-06 20:11:00,Northwest,HoldsGuillermo_LawtonHorse,"['@Thompson1965', '@TerrapinSpringSchools']"
2020-04-06 20:13:00,Weston,FleetMCandy2013,['@John_Fennell1956']
2020-04-06 20:16:00,Downtown,WatchesLavette_KoshiolHorse,['@ChloeJohnson']
2020-04-06 20:17:00,Northwest,FleetMLight,['@CassieStones']
2020-04-06 20:20:00,Northwest,FuriousHBowl,['@ChloeJohnson']
2020-04-06 20:21:00,Scenic Vista,CleverPattiBread,['@ChloeJohnson']
2020-04-06 20:27:00,East Parton,Angelica2019Hamiel,['@Beatrice32']
2020-04-06 20:30:00,Terrapin Springs,CuriousECouch,['@CassieStones']
2020-04-06 20:34:00,Weston,FleetCarTerry,['@CuriousCouchCordero']
2020-04-06 20:40:00,Scenic Vista,Timothy_TaylorWhale1969,['@Christine1963M']
2020-04-06 21:07:00,Southton,WatchesAlbeeHorse,['@ObnoxiousJohnsonPlate70']
2020-04-06 21:18:00,Northwest,FuriousHBowl,['@BusyYBanana']
2020-04-06 21:36:00,Downtown,Lopez1953,['@Wilkins1976']
2020-04-06 21:47:00,Terrapin Springs,LazyBIcecream86,['@Heather2011R']
2020-04-06 21:50:00,Cheddarford,Roni_Stoner56,['@BusyNCar']
2020-04-06 21:52:00,Southwest,FleetGBread,['@Bradford1961']
2020-04-06 22:05:00,Weston,Darrell69B,['@FamousAIcecream1961']
2020-04-06 22:40:00,Downtown,JFleetRigel,['@BusyNCar']
2020-04-06 22:44:00,Oak Willow,Stamper2014,['@BusyNCar']
2020-04-06 22:45:00,Terrapin Springs,MyersBear1978,['@FleetBreadAlma']
2020-04-06 22:48:00,Old Town,CandidLBread2010,['@LovesMcclureBear']
2020-04-06 22:48:00,Scenic Vista,Arnold_Brown1965,['@BusyNCar']
2020-04-06 22:56:00,West Parton,Christine_MalinskiFish1954,['@BusyNCar']
2020-04-06 23:02:00,Downtown,FloydHorse2016,['@BusyNCar']
2020-04-06 23:04:00,Terrapin Springs,JoeCuriousR,['@BusyNCar']
2020-04-06 23:09:00,Northwest,Henderson2003,['@BusyNCar']
2020-04-06 23:10:00,East Parton,SmartNBread,['@BusyNCar']
2020-04-06 23:13:00,Chapparal,CandidRobertCandy,['@BusyNCar']
2020-04-06 23:20:00,Oak Willow,WileyBrendaBowl,['@BusyNCar']
2020-04-06 23:21:00,Southwest,RFastLopez,['@BusyNCar']
2020-04-06 23:24:00,Southton,Eugene2008Talbott,['@BusyNCar']
2020-04-06 23:26:00,Broadview,FuriousSLight,['@BusyNCar']
2020-04-06 23:28:00,Palace Hills,FamousDegaetanoCar58,['@BusyNCar']
2020-04-06 23:42:00,Downtown,Johnson2008,['@BusyNCar']
2020-04-06 23:44:00,Northwest,DisqueLion84,['@BusyNCar']
2020-04-06 23:49:00,West Parton,LazyEHouse80,['@Annie45Reese']
2020-04-06 23:51:00,Weston,SmartPlateRobert,['@BusyNCar']
2020-04-06 23:52:00,Oak Willow,LazyCouchFrazier,['@BusyNCar']
2020-04-06 23:56:00,Chapparal,AttentativeACouch,['@BusyNCar']
2020-04-06 23:59:00,Cheddarford,FleetColemanLight2012,['@SmartWBread']
2020-04-07 00:02:00,Southton,FleetGlidewellCouch,['@Roni_Stoner56']
2020-04-07 00:31:00,Downtown,FloydHorse2016,['@BusyNCar']
2020-04-07 02:26:00,Palace Hills,DarkIcecreamEssie_Clyatt,['@Francisco1981Waggoner']
2020-04-07 02:33:00,Old Town,Dylan_JoyWhale6,['@Jeffrey_Chynoweth2002']
2020-04-07 02:48:00,Cheddarford,ManningBear1972,['@Lamison2012']
2020-04-07 03:11:00,Downtown,FuriousBeamonCandy1987,['@Robert_MancusoOctopus79']
2020-04-07 03:31:00,Scenic Vista,Norman55Amo,['@FearsTheresa_HaleyMouse']
2020-04-07 03:59:00,Broadview,RunsPatriciaOctopus,['@HoldsDavidBird']
2020-04-07 04:02:00,Oak Willow,AttentativeIcecreamMichelle,['@JanTallShaw']
2020-04-07 04:15:00,Southton,SmartECandy,['@CleverNewtonBread1987']
2020-04-07 04:22:00,Downtown,FearsTiffanyDog,['@ObnoxiousJCar']
2020-04-07 04:44:00,Cheddarford,BusyBreadDeleon,['@ChatmanOctopus8']
2020-04-07 05:02:00,Scenic Vista,StewartWhale2003,['@FleetMeekerBanana2009']
2020-04-07 05:06:00,Oak Willow,TallWayneIcecream,['@JulianTallA']
2020-04-07 05:07:00,Weston,ObnoxiousBowlPaul,['@Bass1989']
2020-04-07 05:51:00,Old Town,CleverWBanana1990,['@Marie2018Shepherd']
2020-04-07 06:24:00,Oak Willow,Jeffrey_Koepsell21,['@SmartPCar']
2020-04-07 06:38:00,Northwest,SAttentativeSmithey,['@Mashburn1']
2020-04-07 06:41:00,Southton,TracyCleverJ,['@ElsaHorse88']
2020-04-07 06:45:00,Old Town,Edward_Alston1985,['@RichardMouse23']
2020-04-07 06:47:00,Northwest,Brian_Barreto1962,['@Misty1950']
2020-04-07 06:59:00,Southton,Shaffer2004,['@Bertha_BrownDog6']
2020-04-07 06:59:00,West Parton,PaulObnoxiousCowan,['@SAttentativeT']
2020-04-07 07:00:00,Southton,HoldsShinLion,['@BusyBowlCarrie']
2020-04-07 07:09:00,Southton,HoldsLucille_JohnsonHorse,['@WileyPlateHunter']
2020-04-07 07:14:00,Terrapin Springs,LazyHCandy2017,['@RobinsonBear1980']
2020-04-07 07:53:00,Downtown,WileyMccombsLight,['@FleetBurchBanana']
2020-04-07 07:56:00,Northwest,LazyGCandy56,['@MeltonCat1995']
2020-04-07 08:00:00,Cheddarford,AttentativeHouseFord,['@CleverJamesCandy92']
2020-04-07 08:01:00,Southton,Jeronimo66,['@SmartClarkHouse72']
2020-04-07 08:03:00,Downtown,TVHostBrad,['@AlwaysSafePowerCompany']
2020-04-07 08:03:00,Cheddarford,DerekNolan,['@ChemistryTeacherRichardNelson']
2020-04-07 08:03:00,Cheddarford,Mrs.MommaNolan,['@DerekNolan']
2020-04-07 08:03:00,Safe Town,AlwaysSafePowerCompany,['@DerekNolan!']
2020-04-07 08:04:00,Cheddarford,DerekNolan,['@AlwaysSafePowerCompany']
2020-04-07 08:04:00,Northwest,ElwinJr,['@AlwaysSafePowerComkeapany']
2020-04-07 08:04:00,Cheddarford,PeppyPepper,['@HSS']
2020-04-07 08:06:00,Pepper Mill,CassieStones,['@DerekNolan']
2020-04-07 08:07:00,West Parton,FearsMorganLion,['@ChemistryTeacherRichardNelson']
2020-04-07 08:07:00,Cheddarford,DerekNolan,['@CassieStones']
2020-04-07 08:07:00,Weston,FuriousSappingtonLight61,['@LazyCarSchaffer']
2020-04-07 08:08:00,Cheddarford,DerekNolan,['@CassieStones']
2020-04-07 08:11:00,Cheddarford,DerekNolan,['@CassieStones']
2020-04-07 08:11:00,Pepper Mill,CassieStones,['@DerekNolan']
2020-04-07 08:12:00,Safe Town,AlwaysSafePowerCompany,['@DerekNolan']
2020-04-07 08:12:00,Oak Willow,RacesThomas_MooreLion,['@HSS']
2020-04-07 08:12:00,Old Town,ObnoxiousSCandy,['@ChemistryTeacherRichardNelson']
2020-04-07 08:13:00,Cheddarford,DerekNolan,['@AlwaysSafePowerCompany']
2020-04-07 08:13:00,West Parton,RacesSpenglerBear,['@AlwaysSafePowerCompany']
2020-04-07 08:14:00,Scenic Vista,SFastTemple,['@Kathy_Miner1986']
2020-04-07 08:14:00,Scenic Vista,DarkSCandy,['@AlwaysSafePowerCompany']
2020-04-07 08:14:00,Chapparal,WatchesRussellHorse,['@AlwaysSafePowerCompany']
2020-04-07 08:15:00,Broadview,R93Bronn,['@HSS']
2020-04-07 08:15:00,Chapparal,ToniDog43,['@DerekNolan']
2020-04-07 08:15:00,Weston,WatchesBurtWhale,['@AlwaysSafePowerCompany']
2020-04-07 08:15:00,West Parton,ThomasMouse2007,['@ChemistryTeacherRichardNelson']
2020-04-07 08:16:00,Chapparal,John15Longnecker,['@HSS']
2020-04-07 08:16:00,Weston,BusyAdamsIcecream79,['@CassieStones']
2020-04-07 08:16:00,Old Town,DarkQCouch81,['@AlwaysSafePowerCompany']
2020-04-07 08:16:00,Safe Town,FuriousSBread,['@CandidWidenLight1992']
2020-04-07 08:17:00,Safe Town,FuriousCBanana87,['@CassieStones']
2020-04-07 08:17:00,Easton,FraserHorse70,['@MicheckeFuriousLiles']
2020-04-07 08:18:00,West Parton,WileyHouseWindsor,['@AlwaysSafePowerCompany']
2020-04-07 08:19:00,Terrapin Springs,FuriousWCouch1974,['@DerekNolan']
2020-04-07 08:19:00,Northwest,FastBananaIsmael_Carkhuff,['@AlwaysSafePowerCompany']
2020-04-07 08:19:00,Downtown,NadineGuapoG,['@DerekNolan']
