time,water,power,transport,medical,building,shake,location
555,9,7,7,0,2,0,8
555,2,4,10,0,7,0,8
555,10,7,5,2,3,0,9
555,10,6,4,0,0,0,15
555,10,10,6,0,1,1,19
555,4,6,10,0,2,0,19
560,8,8,1,0,0,0,2
560,4,5,2,1,7,0,3
560,0,0,1,3,0,0,6
560,1,0,4,4,9,0,6
560,8,10,2,2,3,0,6
560,8,10,4,10,0,0,9
560,2,10,8,0,9,0,14
560,5,3,10,0,3,0,15
560,0,10,4,0,7,0,15
560,10,10,10,0,1,0,17
560,5,6,6,0,9,0,18
565,7,7,9,0,8,1,2
565,6,6,1,8,1,0,3
565,1,1,6,0,5,0,13
565,6,9,10,0,1,0,15
565,9,10,6,0,7,0,15
570,0,1,3,0,2,0,2
570,0,9,4,0,0,0,7
570,0,7,2,0,2,0,8
570,9,3,3,4,2,1,9
570,5,2,5,10,9,0,9
570,9,1,3,9,4,0,9
570,5,6,7,0,4,0,12
570,9,0,5,0,5,0,15
575,10,4,10,5,6,0,1
575,6,10,3,0,6,0,2
575,1,9,7,0,2,0,8
575,2,4,9,0,7,0,8
575,7,6,4,6,3,0,9
575,0,9,1,6,5,0,9
575,2,6,10,0,10,0,13
575,0,8,2,0,2,0,15
575,6,1,6,0,5,0,15
575,9,0,2,0,9,0,15
575,0,5,0,9,10,0,16
575,10,3,1,0,2,0,18
580,2,10,8,0,4,1,2
580,9,2,7,9,3,0,3
580,6,9,0,0,7,0,4
580,6,10,5,10,2,0,6
580,0,6,2,6,2,0,16
585,6,4,7,1,10,0,1
585,10,2,10,2,10,0,6
585,7,10,10,0,0,0,8
585,10,10,1,4,6,0,9
585,7,5,2,0,0,0,15
585,7,8,1,0,9,1,15
585,7,1,2,0,8,0,15
585,9,2,4,0,1,0,15
590,8,6,10,0,9,0,2
590,2,10,10,5,0,0,3
590,1,7,10,4,10,0,5
590,6,10,3,1,10,0,6
590,9,9,2,0,5,0,8
590,10,1,9,1,3,0,9
590,9,10,6,0,6,0,14
590,5,5,6,0,10,1,15
590,1,7,2,10,1,0,15
590,6,8,4,0,4,0,18
595,4,1,10,0,9,0,2
595,10,1,10,8,1,0,3
595,1,10,10,3,1,1,6
595,8,4,6,0,10,1,12
595,1,8,10,0,2,0,13
595,10,10,10,0,6,0,15
595,2,6,7,0,9,0,18
600,0,0,4,1,3,0,1
600,4,1,1,0,10,0,2
600,4,5,9,0,7,0,3
600,9,10,6,0,10,0,4
600,7,7,1,0,4,0,8
600,4,0,10,7,7,0,9
600,4,5,2,10,0,0,9
600,1,10,5,0,5,0,10
600,4,1,10,0,3,0,15
600,9,3,10,0,3,0,15
600,5,2,1,5,8,0,16
605,0,0,10,9,2,0,9
605,8,6,1,0,5,0,16
610,1,10,0,0,1,1,2
610,5,0,1,8,3,0,3
610,9,5,2,0,8,0,8
610,5,7,2,0,1,0,14
610,1,10,7,0,1,0,15
610,2,9,6,0,7,0,17
610,6,7,0,0,10,0,18
615,5,7,0,0,8,0,2
615,9,4,10,9,2,0,5
615,4,0,7,5,4,0,16
615,6,1,0,0,0,0,18
615,6,8,0,0,0,0,18
615,9,3,2,0,1,0,19
620,7,2,9,9,2,0,6
620,4,8,10,0,10,0,8
620,7,4,9,6,5,0,9
620,3,0,8,5,5,0,9
620,1,8,2,0,2,0,15
620,8,8,2,8,10,0,16
620,2,10,9,2,10,0,16
620,4,8,7,0,6,0,17
620,1,4,5,0,0,0,17
625,9,2,2,9,10,0,1
625,0,8,9,3,1,0,6
625,3,2,8,1,9,0,8
625,10,8,1,1,4,0,9
625,4,0,7,0,9,0,10
625,4,9,10,0,8,0,15
625,4,10,3,0,10,0,15
625,10,0,1,7,5,0,16
625,6,1,2,9,0,0,16
625,7,9,10,0,3,0,18
630,3,7,0,0,8,0,3
630,10,6,6,6,9,0,6
630,10,1,6,4,8,0,6
630,7,4,6,5,1,0,9
630,8,4,5,1,2,0,9
630,3,1,0,0,4,0,10
630,4,2,5,2,4,0,16
635,7,9,10,4,7,0,3
635,2,8,5,9,10,0,6
635,4,1,8,8,3,0,6
635,5,9,10,0,2,0,10
635,5,10,8,0,1,0,12
635,10,4,0,0,1,0,15
640,8,8,2,1,9,0,6
640,0,9,0,5,3,0,6
640,6,0,9,7,8,0,6
640,7,3,1,0,1,0,8
640,8,4,7,2,7,0,9
640,10,0,5,0,4,0,15
640,4,0,5,0,5,0,15
640,0,10,0,0,7,0,15
640,1,5,4,0,10,0,17
645,2,9,9,6,0,0,1
645,7,1,7,0,5,0,2
645,10,3,9,9,5,0,3
645,2,7,7,0,9,0,8
645,8,10,0,0,8,0,14
645,4,8,8,0,3,0,15
645,8,0,10,5,4,0,16
645,1,8,10,0,8,0,18
650,8,4,6,2,9,0,6
650,10,6,6,2,4,0,9
650,5,8,2,0,10,0,12
650,10,2,2,0,4,0,14
650,4,3,6,0,3,0,14
650,2,10,7,0,4,0,15
650,3,2,2,0,10,0,15
655,8,8,1,0,9,0,2
655,3,1,7,0,10,0,2
655,5,10,8,0,7,0,2
655,3,2,8,2,3,0,6
655,7,0,9,0,1,0,10
655,7,6,7,0,5,0,15
660,10,0,1,2,2,0,5
660,4,5,3,8,6,0,6
660,1,2,3,1,1,0,6
660,6,9,9,0,3,0,8
660,6,10,10,0,8,0,10
660,3,10,9,5,2,0,11
660,7,10,5,0,3,0,15
660,7,1,4,7,2,0,16
660,10,10,6,0,0,0,17
660,8,9,9,0,10,0,18
660,6,7,3,0,7,0,19
665,8,0,9,0,10,0,2
665,6,0,1,0,10,0,2
665,4,4,3,0,3,0,2
665,2,8,6,2,10,0,3
665,2,10,5,0,7,1,8
665,10,6,10,0,6,0,12
665,2,8,6,0,9,0,14
665,5,0,2,0,3,0,14
665,6,0,6,0,6,1,15
665,2,4,9,0,10,0,15
670,1,9,2,0,8,0,2
670,10,9,6,0,6,0,2
670,8,7,0,1,1,0,3
670,9,5,8,10,6,0,9
670,0,1,10,0,5,0,15
670,10,3,1,0,6,0,19
675,1,4,4,8,8,0,1
675,0,9,9,0,5,0,2
675,6,1,7,6,5,0,3
675,0,1,3,2,8,0,3
675,10,6,8,9,4,0,9
675,3,2,2,8,5,0,9
675,1,6,0,0,1,0,12
675,3,1,7,0,10,0,15
675,7,10,4,7,3,0,16
680,7,9,4,0,6,0,2
680,7,3,3,3,6,0,6
680,5,1,5,8,6,0,6
680,7,4,2,0,9,0,8
680,4,3,10,0,3,1,8
680,4,2,10,0,7,0,15
680,3,2,8,0,1,0,17
680,3,10,3,0,2,0,19
680,9,0,9,0,7,0,19
685,10,10,1,2,4,0,6
685,6,10,7,2,9,0,6
685,4,4,0,3,10,0,6
685,3,1,7,10,10,0,9
685,3,9,9,0,10,1,10
685,0,0,5,0,8,0,15
685,8,3,1,5,9,1,16
690,10,9,7,1,6,1,1
690,0,9,1,10,8,0,3
690,8,9,10,10,4,0,5
690,0,6,2,0,10,1,8
690,9,5,1,0,6,1,12
690,7,10,10,0,2,0,15
695,9,1,8,0,8,0,2
695,4,0,3,0,3,0,2
695,2,0,3,2,7,0,5
695,3,8,8,0,6,0,8
695,5,10,6,0,8,0,12
695,5,6,0,0,3,0,15
695,9,9,2,0,3,0,15
695,10,9,0,0,3,0,19
700,10,10,7,9,10,0,1
700,3,2,4,10,6,0,3
700,10,10,7,10,2,0,6
700,2,3,1,0,9,1,8
700,2,0,4,0,8,1,8
700,10,7,5,10,0,0,9
700,0,8,0,0,8,0,14
700,10,1,10,0,2,0,15
705,4,7,10,0,0,0,1
705,3,7,10,0,10,0,2
705,3,0,3,0,7,0,2
705,5,10,5,0,10,0,3
705,5,10,1,0,6,0,8
705,1,8,6,0,3,0,9
705,10,10,6,0,0,0,10
705,2,1,10,0,10,0,13
705,2,2,9,0,6,0,14
705,0,1,5,9,3,0,16
705,4,2,10,0,0,1,18
710,3,10,9,0,3,0,2
710,7,4,9,10,0,0,3
710,4,2,9,1,7,0,6
710,6,10,8,0,4,0,8
710,10,4,9,0,0,0,8
710,4,10,8,0,10,0,14
710,8,8,6,0,7,0,15
710,8,4,2,0,10,0,15
710,9,6,3,0,10,0,17
715,4,6,6,7,8,0,3
715,10,6,10,0,2,0,12
715,1,1,9,0,10,0,13
715,0,10,3,0,2,0,15
715,8,8,3,0,2,0,15
715,10,8,10,0,1,0,15
715,0,10,6,0,0,0,16
720,2,7,7,4,9,0,1
720,7,0,9,10,0,0,1
720,10,1,2,0,10,0,8
720,7,10,0,0,6,0,10
720,7,10,10,0,4,0,14
725,4,0,1,0,9,0,2
725,7,2,4,0,6,0,4
725,9,1,9,0,10,0,8
725,0,10,2,0,3,0,8
725,7,4,6,7,9,0,9
725,5,5,7,0,1,0,10
725,2,4,9,7,6,0,12
725,5,8,1,0,2,0,12
725,5,1,9,0,7,0,14
730,1,5,8,9,6,0,3
730,6,1,4,6,9,0,5
730,8,5,4,0,0,0,8
730,5,2,3,0,8,0,8
730,6,10,8,0,8,0,15
730,10,8,4,0,10,0,15
735,3,1,0,7,9,0,1
735,5,9,10,0,1,0,2
735,5,10,8,0,2,0,2
735,5,1,10,5,4,0,5
735,10,1,8,8,9,0,6
735,7,1,4,10,1,0,6
735,8,1,10,10,1,0,6
735,9,3,1,8,4,0,6
735,1,0,10,0,3,0,8
735,0,10,4,0,5,1,8
735,9,8,8,0,3,0,14
735,6,0,8,0,9,0,18
740,2,1,6,1,0,0,5
740,10,6,5,2,2,0,6
740,10,7,5,0,4,0,8
740,2,7,3,0,4,0,8
740,2,7,2,2,7,0,9
740,10,1,10,0,1,0,12
740,7,8,10,0,0,0,15
740,6,10,0,0,9,0,15
745,1,6,2,0,4,0,2
745,10,2,3,9,8,0,3
745,10,10,10,1,3,0,3
745,5,8,10,8,2,0,6
745,3,5,10,2,2,0,6
745,2,10,0,0,9,0,8
745,1,6,3,0,10,0,8
745,4,0,1,0,2,0,8
745,10,1,2,10,6,0,9
745,1,1,6,0,10,0,15
745,0,4,2,3,4,0,16
745,2,10,10,0,9,0,17
745,2,10,4,0,1,0,18
750,1,3,5,0,4,0,2
750,2,6,6,1,10,0,3
750,3,8,5,0,6,0,8
750,4,7,2,1,7,0,9
750,10,2,2,10,1,0,9
750,4,9,3,0,4,0,15
750,9,5,5,9,0,0,16
750,6,5,0,0,0,0,19
755,10,8,1,0,1,1,2
755,6,9,10,3,1,0,3
755,7,10,0,10,9,0,6
755,9,9,3,0,0,0,8
755,10,4,3,0,6,0,8
755,6,10,1,10,8,0,9
755,9,3,0,0,1,0,12
755,4,0,5,0,10,0,14
755,6,10,1,0,10,0,17
760,8,7,10,7,6,1,6
760,7,4,1,0,10,0,8
760,10,5,8,0,7,0,8
760,1,9,3,0,5,0,12
765,5,2,10,0,8,0,2
765,7,0,9,10,10,0,3
765,0,9,2,9,3,0,6
765,7,10,5,0,10,0,8
765,8,4,7,0,0,0,10
770,7,9,7,0,8,0,3
770,0,10,10,10,10,0,5
770,8,6,4,0,6,0,8
770,3,7,1,0,1,0,19
775,6,10,9,0,1,0,2
775,0,9,10,1,6,0,3
775,0,7,3,7,9,0,3
775,5,6,10,0,1,0,5
775,8,7,0,1,9,0,6
775,1,8,8,2,0,1,6
775,6,0,7,7,10,0,6
775,4,3,9,5,6,0,6
775,10,8,10,0,0,0,14
775,6,8,8,0,2,0,14
775,6,0,10,0,8,0,15
780,0,8,0,6,7,0,3
780,7,4,7,1,2,0,6
780,7,8,2,0,10,0,8
780,2,5,9,0,1,1,15
780,0,10,10,0,2,0,15
780,0,4,10,1,3,0,16
780,8,10,8,2,0,0,16
785,9,5,10,4,9,0,6
785,5,5,1,0,3,0,15
785,9,3,0,3,10,0,16
790,3,10,2,1,1,0,3
790,8,0,3,0,10,0,8
790,4,10,3,7,4,0,9
790,3,1,3,0,4,0,10
790,5,1,9,0,10,0,12
790,8,4,10,0,0,0,13
790,2,1,8,0,4,0,17
790,3,3,3,0,10,0,19
795,9,2,4,8,9,0,1
795,2,9,10,8,9,0,6
795,6,8,10,3,1,0,6
795,4,6,2,0,6,0,8
795,6,10,7,0,10,0,10
795,10,4,1,0,1,0,12
795,8,1,9,0,1,0,15
795,4,9,10,0,10,0,15
795,1,0,3,0,10,0,17
800,2,10,10,10,2,0,3
800,10,1,9,6,0,0,3
800,10,10,6,10,6,0,5
800,2,9,2,10,10,0,5
800,0,4,8,0,0,0,7
800,4,0,4,0,10,0,8
800,4,8,2,0,4,0,8
800,10,6,8,1,4,0,9
800,4,2,2,9,6,0,9
800,5,6,4,0,3,0,14
800,10,2,9,10,5,0,16
800,7,8,10,0,2,0,17
800,4,2,10,0,6,0,18
800,7,4,2,0,10,0,19
805,5,1,0,8,6,0,3
805,6,3,4,10,10,0,3
805,1,5,4,2,7,0,3
805,0,9,10,1,4,0,3
805,10,4,5,0,6,0,8
805,5,5,8,10,7,0,9
805,7,6,7,0,0,0,15
805,8,9,4,0,1,0,15
805,3,1,3,10,1,0,16
810,9,4,8,0,2,0,2
810,4,4,3,0,8,0,2
810,4,5,5,7,3,1,3
810,7,7,8,4,5,0,11
810,9,1,10,0,10,0,15
810,8,4,3,0,6,0,18
810,5,6,10,8,4,0,18
815,1,2,10,5,7,1,6
815,7,1,6,10,10,0,6
815,0,7,4,7,0,0,6
815,0,10,3,0,6,0,8
815,5,3,8,0,5,0,8
815,0,8,5,0,0,0,8
815,1,8,0,0,9,0,8
815,4,4,6,0,3,0,8
815,2,3,9,0,10,1,8
815,8,1,10,0,2,0,19
820,0,0,10,0,10,0,2
820,0,2,1,0,10,0,2
820,10,0,8,6,8,0,6
820,9,1,1,0,1,0,8
820,2,9,2,0,6,0,8
820,10,1,5,0,10,0,14
820,6,6,4,0,6,0,15
825,5,6,8,0,1,0,2
825,0,10,6,0,7,0,2
825,1,10,7,0,4,0,2
825,2,8,7,4,7,0,3
825,10,9,8,4,5,0,6
825,2,1,9,4,3,0,6
825,3,0,10,7,2,0,9
825,10,5,3,2,6,0,9
825,2,10,9,1,4,0,9
825,10,10,10,0,5,0,15
825,0,1,3,0,2,1,15
825,5,5,2,0,4,0,18
830,4,7,2,0,10,0,2
830,2,5,7,0,10,0,2
830,0,10,6,0,10,0,3
830,0,0,9,0,4,0,8
830,10,9,10,0,3,0,15
830,7,9,0,0,3,0,15
835,9,10,5,10,0,0,3
835,4,1,1,0,6,0,8
835,3,5,2,0,4,1,8
835,3,3,4,9,10,0,11
835,10,4,5,0,8,0,13
835,8,10,5,0,6,1,15
835,3,1,1,0,1,0,15
835,6,9,10,0,4,0,17
835,3,8,9,0,8,0,18
835,3,4,8,0,3,0,19
840,10,9,6,0,8,0,2
840,10,5,4,0,3,0,2
840,2,1,4,4,10,0,3
840,1,0,4,10,3,0,3
840,6,7,8,5,10,0,3
840,9,8,10,0,10,0,4
840,4,5,9,0,0,0,6
840,3,1,2,2,8,0,9
840,7,5,10,0,10,0,10
840,3,6,10,0,1,1,15
840,6,3,3,0,7,0,15
840,8,5,8,3,7,0,16
840,8,2,5,0,4,0,18
845,9,1,1,7,1,0,1
845,7,2,8,0,8,0,2
845,10,3,8,0,7,0,2
845,10,8,7,2,0,0,5
845,9,1,3,2,0,0,16
850,8,10,8,7,0,0,1
850,10,7,6,0,6,0,2
850,7,4,5,0,8,1,3
850,7,6,4,4,3,0,6
850,10,7,2,0,1,0,8
850,2,1,2,4,1,0,9
850,2,5,10,3,10,0,9
850,10,1,4,0,5,1,14
850,2,10,2,0,0,1,14
850,3,2,5,0,9,0,15
850,2,4,3,0,9,0,19
855,9,3,5,9,5,1,1
855,3,9,5,9,10,0,6
855,10,10,5,10,6,0,6
855,0,4,1,3,0,0,6
855,10,5,7,0,1,0,14
855,5,8,3,0,4,0,15
855,8,2,0,9,7,0,16
855,10,0,7,2,2,0,16
855,1,10,9,0,7,0,17
860,10,8,6,2,1,0,3
860,1,10,0,5,7,0,6
860,10,4,3,0,6,0,8
860,7,3,10,7,10,0,9
860,0,7,4,1,5,0,9
860,3,4,2,10,7,0,9
860,4,7,10,0,8,1,10
860,5,10,8,0,10,0,19
865,10,7,0,0,5,0,1
865,6,1,8,0,9,0,2
865,2,5,6,10,7,0,5
865,5,2,9,9,7,0,6
865,0,5,5,0,0,1,7
865,0,8,2,0,6,1,10
865,6,10,0,0,3,0,12
865,2,2,6,0,7,0,15
865,2,3,5,0,9,0,15
865,6,1,0,4,8,0,16
870,0,10,10,9,1,0,3
870,7,2,6,7,0,0,3
870,5,3,1,1,1,0,6
870,4,1,7,0,0,0,8
870,6,6,6,0,2,0,8
870,2,8,1,4,4,1,9
875,7,9,4,8,2,0,3
875,10,8,9,3,6,0,5
875,5,9,5,3,7,1,6
875,6,9,9,4,9,0,6
875,5,6,3,0,7,0,8
875,2,5,6,0,1,0,8
875,7,0,1,8,6,0,9
875,2,5,1,0,6,0,14
875,0,0,0,0,0,0,1
875,0,0,0,0,1,0,2
875,0,0,0,0,2,0,2
875,0,0,0,0,1,0,2
875,0,0,0,0,1,0,2
875,3,2,2,3,3,1,3
875,2,4,3,2,2,2,3
875,3,3,3,2,3,1,3
875,0,0,0,0,1,2,4
875,0,0,0,0,2,3,4
875,0,1,0,0,2,2,4
875,0,0,0,0,2,3,4
875,0,0,0,0,2,1,4
875,0,0,1,0,2,2,4
875,0,0,0,0,2,2,4
875,0,0,0,0,1,0,6
875,0,0,0,0,2,0,6
875,2,1,3,0,3,0,8
875,0,1,2,0,4,0,8
875,0,0,1,0,3,0,8
875,0,0,2,0,3,0,8
875,0,0,2,0,4,0,8
875,1,0,2,0,2,0,9
875,0,1,1,0,3,0,9
875,0,0,1,0,3,1,9
875,0,0,0,0,3,0,9
875,0,0,0,0,0,1,12
875,0,1,4,0,2,0,13
875,0,1,3,0,2,0,13
875,0,0,1,0,2,0,14
875,0,0,0,0,2,1,14
875,0,0,0,0,0,1,15
875,1,0,0,0,1,0,15
875,0,0,0,0,2,0,15
875,0,0,0,0,1,0,15
875,3,0,0,0,2,0,19
875,2,0,0,0,2,1,19
880,3,5,5,0,6,0,2
880,7,2,1,5,5,0,3
880,1,0,6,5,5,1,5
880,10,7,1,0,4,0,14
880,9,6,8,0,10,0,14
880,10,4,7,0,10,0,15
880,3,3,0,0,4,0,15
880,7,10,5,0,8,0,17
880,4,3,3,3,2,2,3
880,3,3,3,2,3,0,3
880,3,2,3,1,3,1,3
880,2,4,2,2,1,0,3
880,4,2,3,3,3,2,3
880,2,5,4,2,4,1,3
880,3,3,4,2,3,1,3
880,3,2,3,3,4,2,3
880,3,2,2,1,3,2,3
880,4,4,4,1,4,1,3
880,0,1,0,0,2,2,4
880,0,2,0,0,1,0,5
880,0,0,0,0,2,0,6
880,0,1,0,0,1,0,6
880,0,0,0,0,0,1,6
880,0,0,2,0,4,2,8
880,1,1,1,0,4,0,8
880,0,0,1,0,3,0,9
880,0,0,1,0,3,1,9
880,0,0,1,1,3,2,9
880,0,1,2,0,4,0,10
880,1,0,3,0,3,0,13
880,0,0,1,0,1,0,15
880,0,0,2,1,0,1,16
880,3,0,0,0,2,0,19
880,2,0,0,0,3,1,19
885,8,8,6,0,7,0,2
885,7,0,6,0,7,0,2
885,3,6,8,9,10,1,9
885,0,1,0,0,2,0,1
885,4,3,2,2,3,0,3
885,3,3,4,2,4,1,3
885,3,3,3,2,2,1,3
885,4,3,3,2,3,1,3
885,4,2,4,3,3,0,3
885,3,3,3,2,3,1,3
885,3,3,2,2,2,1,3
885,4,3,3,3,3,1,3
885,4,3,3,1,2,1,3
885,0,0,0,0,2,1,4
885,0,0,0,0,1,1,6
885,0,0,3,0,3,0,8
885,0,0,0,0,3,0,8
885,0,1,1,0,4,0,9
885,0,0,1,1,3,0,9
885,1,0,1,0,3,0,9
885,0,0,1,0,2,0,9
885,1,0,1,0,3,0,9
885,0,0,0,0,3,0,9
885,0,0,0,0,3,0,9
885,0,0,1,0,2,0,9
885,0,1,0,0,1,1,12
885,0,0,1,0,1,0,12
885,0,0,0,0,2,0,12
885,0,0,0,0,2,0,14
885,0,0,1,0,2,0,14
885,2,0,0,0,2,0,18
885,3,0,1,0,2,0,18
885,3,0,1,0,4,0,19
885,3,0,1,0,3,0,19
885,3,1,0,0,4,0,19
890,2,1,8,6,0,0,1
890,7,4,4,0,1,0,2
890,10,10,0,0,1,0,2
890,7,7,2,8,6,0,3
890,2,3,5,4,6,0,3
890,1,8,10,0,1,0,8
890,5,3,1,3,5,0,9
890,1,10,4,0,0,0,10
890,0,0,0,1,0,1,1
890,1,0,0,0,1,1,2
890,0,1,0,0,0,0,2
890,0,1,0,0,1,0,2
890,2,4,2,1,3,1,3
890,4,4,3,3,3,1,3
890,2,3,3,2,3,2,3
890,4,4,3,4,3,0,3
890,0,0,1,0,2,2,4
890,0,3,0,0,1,0,5
890,0,0,1,0,0,0,6
890,0,0,0,0,1,1,6
890,0,1,2,0,3,0,8
890,0,1,2,0,2,0,8
890,0,0,2,0,3,1,8
890,0,0,2,0,3,0,8
890,1,1,1,0,4,0,9
890,1,0,2,0,3,0,9
890,0,0,1,0,4,1,9
890,0,1,1,2,4,0,9
890,1,0,2,0,3,0,9
890,0,0,4,0,5,0,10
890,0,1,3,0,3,0,10
890,0,0,0,2,0,2,11
890,0,0,0,0,0,1,12
890,1,0,0,0,1,1,12
890,0,0,4,0,3,0,13
890,1,0,0,0,3,1,14
890,1,0,1,0,2,0,15
890,3,0,0,0,4,1,19
895,2,6,2,9,7,1,6
895,6,1,10,0,4,0,8
895,4,5,3,0,0,0,9
895,2,9,9,0,8,0,13
895,6,10,0,0,7,0,14
895,4,4,4,0,10,0,15
895,3,1,9,0,10,0,15
895,2,1,4,0,7,0,15
895,0,10,5,0,10,1,15
895,4,7,4,0,6,0,15
895,2,2,10,10,3,0,16
895,5,4,3,0,3,0,18
895,0,0,1,0,0,0,2
895,0,0,1,0,2,0,2
895,3,3,4,2,4,1,3
895,2,3,4,1,5,2,3
895,4,2,3,3,4,2,3
895,3,2,3,1,3,1,3
895,3,3,3,1,2,0,3
895,2,3,3,3,2,2,3
895,3,2,3,1,3,0,3
895,0,1,1,1,2,1,5
895,0,0,2,0,2,0,8
895,0,0,2,0,2,0,8
895,0,0,2,0,3,0,8
895,0,0,1,0,3,0,8
895,1,2,0,0,4,0,9
895,1,0,1,1,3,0,9
895,0,0,2,0,3,0,9
895,0,0,0,0,2,0,9
895,0,0,0,0,3,0,9
895,0,1,3,0,4,0,10
895,0,0,3,0,3,1,10
895,0,0,4,0,4,0,10
895,0,0,5,0,1,0,13
895,1,0,0,0,0,0,15
895,4,0,0,0,2,0,19
900,8,3,6,0,1,0,2
900,0,3,4,0,8,1,2
900,3,1,10,0,0,0,2
900,9,0,4,2,4,0,3
900,3,6,3,0,5,0,14
900,0,0,0,0,2,0,2
900,2,4,2,1,4,3,3
900,3,3,3,1,3,0,3
900,4,3,2,4,3,1,3
900,3,3,4,3,4,1,3
900,4,3,3,2,2,1,3
900,3,3,3,2,3,1,3
900,3,2,3,3,3,2,3
900,0,0,0,0,2,3,4
900,1,1,1,0,0,0,5
900,0,2,0,0,2,0,5
900,1,1,1,0,2,0,8
900,1,1,1,0,3,0,8
900,2,0,1,0,3,0,9
900,1,1,0,1,4,0,9
900,1,0,1,0,4,1,9
900,0,0,1,0,4,0,9
900,0,0,3,0,1,1,13
900,1,1,0,0,2,0,14
900,0,0,0,0,2,1,14
900,0,1,1,0,1,0,14
900,0,0,0,0,2,2,15
900,0,0,1,0,0,2,16
900,0,0,1,0,0,1,16
900,2,0,0,0,3,1,19
905,3,10,6,0,0,0,2
905,2,1,2,0,7,0,5
905,10,9,2,4,3,0,6
905,4,6,9,2,8,0,6
905,2,7,4,7,6,0,11
905,2,9,8,0,7,0,17
905,5,6,8,0,3,0,18
905,0,0,0,0,2,0,2
905,1,0,0,0,1,0,2
905,1,0,0,0,1,0,2
905,3,4,3,3,3,1,3
905,4,2,2,2,2,0,3
905,4,3,3,1,3,2,3
905,2,3,2,3,3,2,3
905,3,2,3,3,3,0,3
905,4,2,2,2,2,1,3
905,3,3,2,2,4,1,3
905,0,0,0,7,1,2,4
905,0,0,0,1,1,0,6
905,1,0,0,0,1,1,6
905,0,0,2,0,2,0,8
905,0,1,2,0,5,0,8
905,0,0,2,0,3,0,8
905,0,0,2,0,2,1,8
905,0,0,2,0,5,0,8
905,0,1,1,0,3,1,9
905,0,0,0,1,3,0,9
905,0,0,0,0,2,0,9
905,0,0,2,0,3,0,9
905,1,1,4,0,4,1,10
905,0,0,0,0,1,1,12
905,0,0,0,0,0,1,12
905,0,0,1,1,0,0,16
905,0,0,0,0,0,1,17
910,10,4,8,0,10,1,2
910,0,3,3,0,8,0,8
910,1,6,10,0,10,0,8
910,6,6,10,0,4,0,14
910,3,7,3,0,10,1,15
910,5,7,7,4,3,0,16
910,0,1,0,1,0,0,1
910,0,1,0,0,0,1,2
910,0,1,0,0,1,0,2
910,2,3,4,2,2,0,3
910,4,3,2,3,4,0,3
910,4,3,2,1,1,1,3
910,0,0,0,0,2,1,4
910,0,2,2,0,4,0,8
910,0,0,0,0,3,0,9
910,0,0,1,0,3,0,9
910,0,0,2,0,2,0,9
910,0,1,0,0,4,0,9
910,0,1,2,0,3,1,10
910,1,1,2,0,4,0,10
910,0,0,4,0,5,0,10
910,1,0,0,3,1,0,11
910,0,0,0,0,1,0,15
910,0,1,1,0,0,0,15
910,4,0,0,0,2,0,19
910,3,0,0,0,2,0,19
910,3,0,0,0,4,1,19
915,3,4,8,4,7,0,5
915,6,10,4,4,5,0,6
915,9,4,6,0,4,1,12
915,10,8,0,0,6,0,15
915,8,5,7,10,3,0,16
915,6,7,8,0,5,0,18
915,9,3,10,0,0,0,19
915,9,8,3,0,6,0,19
915,4,10,7,0,6,0,19
915,0,0,0,0,1,1,2
915,4,2,4,2,2,1,3
915,3,3,4,2,3,0,3
915,4,3,2,2,3,1,3
915,2,3,4,2,4,1,3
915,3,3,4,1,2,1,3
915,1,0,1,0,2,0,6
915,0,1,2,0,2,1,6
915,0,1,0,1,2,0,6
915,0,0,3,0,4,0,8
915,0,0,2,0,3,0,8
915,0,0,1,0,2,0,8
915,0,0,3,0,3,0,10
915,0,0,1,0,0,2,12
915,0,0,0,0,4,0,14
915,2,1,1,0,2,2,14
915,1,0,0,0,2,0,15
915,0,1,0,0,0,0,15
915,0,1,0,0,1,0,15
915,0,0,1,0,1,0,15
920,10,0,10,5,10,0,3
920,0,10,10,1,7,0,6
920,3,1,9,4,3,0,6
920,10,2,8,0,10,0,8
920,4,0,1,0,7,0,10
920,10,3,9,0,3,1,15
920,0,1,0,0,1,1,2
920,0,0,0,0,0,0,2
920,3,2,3,2,4,0,3
920,2,4,2,3,3,1,3
920,3,4,2,2,3,1,3
920,3,3,2,2,3,1,3
920,3,3,3,2,3,1,3
920,0,1,0,0,0,1,5
920,0,0,2,0,2,0,8
920,0,0,3,0,3,1,8
920,1,0,0,1,2,0,9
920,0,0,2,1,3,0,9
920,1,0,2,0,3,0,9
920,1,1,1,0,3,0,9
920,0,1,0,0,0,1,12
920,0,1,3,0,2,0,13
920,1,0,1,0,2,0,14
920,1,0,1,0,0,0,15
920,0,0,0,0,2,0,15
920,0,0,0,1,0,0,16
920,3,0,0,0,1,0,18
920,3,0,0,0,3,0,19
925,9,10,2,0,9,0,2
925,10,2,2,2,5,0,3
925,5,1,4,0,4,1,8
925,10,7,2,0,8,0,8
925,10,10,2,0,7,0,8
925,10,5,3,3,10,0,9
925,10,6,2,5,6,0,9
925,2,1,6,0,0,0,14
925,10,0,3,0,10,0,14
925,1,6,0,0,9,0,15
925,1,5,1,0,3,0,18
925,10,8,7,0,4,0,19
925,2,3,3,2,3,1,3
925,3,3,2,2,3,2,3
925,3,2,2,2,3,1,3
925,0,0,0,0,2,2,4
925,0,0,0,1,1,1,6
